flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
VLG1872,32B,2018-04-13,13:25,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:29,12.0,17.0,Lluvia,501 - 514,B47,,,Copenhague,CPH,,,,,,,,2018-04-13 15:20:41
RYR9387,Boeing 737-800 Winglets,2018-04-13,13:25,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:32,12.0,17.0,Lluvia,B65 - B71,W46,,,East Midlands,EMA,,,,,,,,2018-04-13 15:20:43
IBS3911,Airbus A320,2018-04-13,14:05,Tenerife Sur,TFS,T,Salida prevista a las 14:11,17.0,22.0,Nubosidad variable,03 - 06,1,2018-04-13,17:55,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:11,6.0,14.0,Chubascos dispersos,10,15,2018-04-13 15:20:45
IBS3951,Airbus A320,2018-04-13,17:40,Sevilla,SVQ,1,Salida prevista a las 17:40,8.0,17.0,Chubascos dispersos,M18 - M20,4,2018-04-13,18:45,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:45,6.0,14.0,Chubascos dispersos,10,17,2018-04-13 15:20:47
EXS186,Boeing 737-300 Winglets,2018-04-13,14:40,Malaga-Costa Del Sol,AGP,3,Salida prevista a las 15:30,8.0,16.0,Tormentas localmente fuertes,383 - 386,C37,,,Leeds/Bradford,LBA,,,,,,,,2018-04-13 15:20:56
VLG1704,Airbus A319,2018-04-13,20:25,Barcelona-El Prat,BCN,T1,Salida prevista a las 20:25,12.0,17.0,Lluvia,501 - 514,,2018-04-13,22:15,Vigo,VGO,1,Llegada prevista a las 22:15,6.0,15.0,Chubascos dispersos,S1,3,2018-04-13 15:20:57
IBE8124,Bombardier Crj-1000,,,Palma De Mallorca,PMI,,,,,,,,2018-04-13,16:40,Ibiza,IBZ,1,Llegada prevista a las 16:40,13.0,17.0,Nuboso a muy nuboso,02,01,2018-04-13 15:20:55
IBS3894,32A,2018-04-13,22:45,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 22:45,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,23:50,Santiago,SCQ,T,Llegada prevista a las 23:50,10.0,15.0,Chubascos dispersos,B,2,2018-04-13 15:21:03
AEA4065,Atr-72,2018-04-13,14:30,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 14:44,6.0,14.0,Chubascos dispersos,505 - 520,D61,2018-04-13,15:35,Valencia,VLC,1,Llegada prevista a las 15:45,11.0,21.0,Nubosidad variable,2,4,2018-04-13 15:21:03
AAL8549,Bombardier Crj-1000,2018-04-13,13:25,Alicante-Elche,ALC,N,El vuelo ha despegado a las 14:09,11.0,18.0,Nubosidad variable,21 - 21,B34,2018-04-13,14:35,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 15:12,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 15:20:01
EXS178,Boeing 737-800 Winglets,2018-04-13,15:30,Alicante-Elche,ALC,N,Salida prevista a las 15:30,11.0,18.0,Nubosidad variable,130 - 133,B25,,,Glasgow,GLA,,,,,,,,2018-04-13 15:21:07
TAP1123,Atr-42/72,2018-04-13,15:30,Alicante-Elche,ALC,N,Salida prevista a las 15:30,11.0,18.0,Nubosidad variable,92 - 93,C40,,,Lisboa,LIS,,,,,,,,2018-04-13 15:21:10
TRA6150,Boeing 737-800 Winglets,2018-04-13,15:35,Alicante-Elche,ALC,N,Salida prevista a las 15:58,11.0,18.0,Nubosidad variable,116 - 117,C43,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-13 15:21:11
VLG1200,Airbus A320,2018-04-13,12:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 12:19,6.0,14.0,Chubascos dispersos,760 - 763,J50,2018-04-13,13:20,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 13:33,12.0,17.0,Lluvia,T1_G,15,2018-04-13 15:21:05
PVG5557,Airbus A320,2018-04-13,12:15,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 12:33,6.0,14.0,Chubascos dispersos,558 - 560,C48,2018-04-13,13:40,Palma De Mallorca,PMI,N,El vuelo ha aterrizado a las 14:01,12.0,17.0,Lluvia,NT,11,2018-04-13 15:20:49
VLG2472,32B,2018-04-13,12:45,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 12:57,12.0,17.0,Lluvia,501 - 514,B51,2018-04-13,14:50,Lanzarote,ACE,1,Llegada prevista a las 14:56,17.0,22.0,Nubosidad variable,1,2,2018-04-13 15:21:16
IBB317,Bombardier Crj-1000,2018-04-13,20:00,Gran Canaria,LPA,,Salida prevista a las 20:00,16.0,21.0,Nubosidad variable,103 - 108,A13,2018-04-13,20:50,La Palma,SPC,N,Llegada prevista a las 20:50,16.0,21.0,Nubosidad variable,LLNT,3,2018-04-13 15:21:15
IBB605,Atr-72,2018-04-14,07:30,Tenerife Norte,TFN,1,Salida prevista a las 07:30,17.0,22.0,Nubosidad variable,21 - 26,,2018-04-14,08:00,La Palma,SPC,,Llegada prevista a las 08:00,16.0,21.0,Nubosidad variable,,,2018-04-13 15:21:17
IBB420,Atr-42/72,2018-04-13,15:15,Tenerife Norte,TFN,1,Salida prevista a las 15:15,17.0,22.0,Nubosidad variable,21 - 26,1,2018-04-13,16:05,Fuerteventura,FUE,1,Llegada prevista a las 16:05,16.0,22.0,Nubosidad variable,A,14,2018-04-13 15:21:17
CNF849,Atr-72,2018-04-13,16:15,Gran Canaria,LPA,,Salida prevista a las 16:15,16.0,21.0,Nubosidad variable,116 - 116,A09,2018-04-13,16:55,Fuerteventura,FUE,1,Llegada prevista a las 16:55,16.0,22.0,Nubosidad variable,A,14,2018-04-13 15:21:20
AEA2748,Boeing 737-800 Winglets,2018-04-13,17:55,Valencia,VLC,1,Salida prevista a las 17:55,11.0,21.0,Nubosidad variable,15 - 24,B7,2018-04-13,19:10,Sevilla,SVQ,1,Llegada prevista a las 19:10,8.0,17.0,Chubascos dispersos,B,3,2018-04-13 15:21:26
RYR3843,Boeing 737-800 Winglets,2018-04-14,15:25,Reus,REU,1,Salida prevista a las 15:25,10.0,20.0,Lluvia,20 - 21,9,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:51:55
RYR5995,Boeing 737-800 Winglets,2018-04-13,13:35,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 13:49,6.0,14.0,Chubascos dispersos,357 - 360,B23,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:51:46
AEA6067,Boeing 737-800 Winglets,2018-04-13,13:50,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 14:36,6.0,14.0,Chubascos dispersos,505 - 520,E69,2018-04-13,15:10,Palma De Mallorca,PMI,N,Llegada prevista a las 15:52,12.0,17.0,Lluvia,NT,13,2018-04-13 15:51:49
AVA047,Boeing 787-8,2018-04-13,14:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 15:17,6.0,14.0,Chubascos dispersos,960 - 969,S12,,,Bogota /El Dorado,BOG,,,,,,,,2018-04-13 15:51:50
RYR2063,Boeing 737-800 Winglets,2018-04-13,14:00,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 14:07,6.0,14.0,Chubascos dispersos,357 - 360,C42,2018-04-13,15:35,Palma De Mallorca,PMI,N,El vuelo ha aterrizado a las 15:27,12.0,17.0,Lluvia,NT,18,2018-04-13 15:51:52
AEA1029,Boeing 737-800 Winglets,2018-04-13,14:05,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 14:07,6.0,14.0,Chubascos dispersos,505 - 520,E74,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:51:54
AFL2603,Airbus A321,2018-04-13,14:15,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 14:26,6.0,14.0,Chubascos dispersos,157 - 160,B31,,,Moscu /Sheremetyevo,SVO,,,,,,,,2018-04-13 15:51:56
AEA7311,Embraer Erj-195,2018-04-14,08:50,Vigo,VGO,1,Salida prevista a las 09:10,6.0,15.0,Chubascos dispersos,01 - 03,3,2018-04-14,10:00,Madrid-Barajas Adolfo Suárez,MAD,,Llegada prevista a las 10:00,6.0,14.0,Chubascos dispersos,,,2018-04-13 15:52:03
RYR4922,Boeing 737-800 Winglets,2018-04-13,17:20,Ibiza,IBZ,1,Salida prevista a las 17:20,13.0,17.0,Nuboso a muy nuboso,21 - 25,14,,,Frankfurt /Hahn,HHN,,,,,,,,2018-04-13 15:52:06
AEA2676,Boeing 737-800 Winglets,2018-04-13,17:30,Ibiza,IBZ,1,Salida prevista a las 17:30,13.0,17.0,Nuboso a muy nuboso,42 - 43,12,2018-04-13,18:55,Bilbao,BIO,O,Llegada prevista a las 18:55,7.0,17.0,Lluvia moderada,N,2,2018-04-13 15:52:08
VLG3046,Airbus A320,2018-04-13,18:10,Sevilla,SVQ,1,Salida prevista a las 18:10,8.0,17.0,Chubascos dispersos,M26 - M33,8,2018-04-13,19:25,Gran Canaria,LPA,,Llegada prevista a las 19:25,16.0,21.0,Nubosidad variable,01,15,2018-04-13 15:52:08
VLG1427,Airbus A320,2018-04-13,17:30,Bilbao,BIO,O,Salida prevista a las 17:30,7.0,17.0,Lluvia moderada,10 - 13,4,2018-04-13,18:40,Barcelona-El Prat,BCN,T1,Llegada prevista a las 18:40,12.0,17.0,Lluvia,T1_G,03,2018-04-13 15:52:02
EZY1878,32A,2018-04-13,17:30,Bilbao,BIO,O,Salida prevista a las 17:35,7.0,17.0,Lluvia moderada,19 - 20,6,,,Manchester,MAN,,,,,,,,2018-04-13 15:52:05
IBE0449,Airbus A321,2018-04-13,17:35,Bilbao,BIO,O,Salida prevista a las 17:35,7.0,17.0,Lluvia moderada,16 - 18,1,2018-04-13,18:50,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:29,6.0,14.0,Chubascos dispersos,10,17,2018-04-13 15:52:06
VOE3512,Boeing 717,2018-04-13,17:50,Bilbao,BIO,O,Salida prevista a las 17:50,7.0,17.0,Lluvia moderada,32 - 32,3,2018-04-13,19:20,Malaga-Costa Del Sol,AGP,3,Llegada prevista a las 19:20,8.0,16.0,Tormentas localmente fuertes,3,38,2018-04-13 15:52:08
RYR6219,Boeing 737-800 Winglets,2018-04-13,13:35,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:01,12.0,17.0,Lluvia,002 - 007,D86,,,Dusseldorf /Weeze,NRN,,,,,,,,2018-04-13 15:51:47
EWG599,Airbus A320,2018-04-13,13:40,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 13:49,12.0,17.0,Lluvia,154 - 186,C60,,,Colonia/Bonn,CGN,,,,,,,,2018-04-13 15:51:48
EXS1530,Boeing 737-800 Winglets,2018-04-13,13:50,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 13:50,12.0,17.0,Lluvia,188 - 189,A22,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:51:51
EWG7581,Boeing 737-800 Winglets,2018-04-13,13:55,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:05,12.0,17.0,Lluvia,154 - 186,C64,,,Hamburgo,HAM,,,,,,,,2018-04-13 15:51:52
BAW497,Airbus A320,2018-04-13,13:55,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:09,12.0,17.0,Lluvia,061 - 067,A14,,,Londres / Heathrow,LHR,,,,,,,,2018-04-13 15:51:53
VLG2854,32B,2018-04-13,14:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:02,12.0,17.0,Lluvia,058 - 060,D94,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:51:56
EDW247,Airbus A340-300,2018-04-13,14:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:07,12.0,17.0,Lluvia,116 - 119,C55,,,Zurich,ZRH,,,,,,,,2018-04-13 15:51:57
ANE8498,Atr-42/72,2018-04-13,14:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 13:54,12.0,17.0,Lluvia,054 - 055,B32,,,Menorca,MAH,,,,,,,,2018-04-13 15:51:58
RYR2054,Boeing 737-800 Winglets,2018-04-13,14:15,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:19,12.0,17.0,Lluvia,002 - 007,D83,2018-04-13,15:50,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha aterrizado a las 15:47,6.0,14.0,Chubascos dispersos,02,10,2018-04-13 15:52:00
EWG6812,Airbus A320,2018-04-13,14:15,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:15,12.0,17.0,Lluvia,154 - 186,C40,,,Dortmund,DTM,,,,,,,,2018-04-13 15:52:01
EXS602,Boeing 737-800 Winglets,2018-04-13,14:15,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:26,12.0,17.0,Lluvia,188 - 189,A20,,,East Midlands,EMA,,,,,,,,2018-04-13 15:52:03
LDM317,Airbus A320,2018-04-13,14:15,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:54,12.0,17.0,Lluvia,172 - 172,C66,,,Frankfurt,FRA,,,,,,,,2018-04-13 15:52:04
EWG593,Airbus A320,2018-04-13,14:25,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:05,12.0,17.0,Lluvia,154 - 186,C68,,,Colonia/Bonn,CGN,,,,,,,,2018-04-13 15:52:05
TUI2315,Boeing 737-800 Winglets,2018-04-13,14:25,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:44,12.0,17.0,Lluvia,032 - 033,D84,,,Hannover,HAJ,,,,,,,,2018-04-13 15:52:07
EZY5816,Airbus A320,2018-04-13,14:35,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:43,12.0,17.0,Lluvia,080 - 085,C63,,,Berlin /Tegel,TXL,,,,,,,,2018-04-13 15:52:08
AEA1297,Embraer Erj-195,2018-04-13,14:40,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:48,12.0,17.0,Lluvia,086 - 091,D80,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:52:09
IBB663,Atr-72,2018-04-14,14:00,Tenerife Norte,TFN,1,Salida prevista a las 14:00,17.0,22.0,Nubosidad variable,21 - 26,,2018-04-14,14:40,El Hierro,VDE,,Llegada prevista a las 14:40,14.0,17.0,Chubascos dispersos,,,2018-04-13 15:52:10
EXS810,Boeing 757-200,2018-04-13,14:50,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:48,8.0,16.0,Tormentas localmente fuertes,383 - 386,C38,,,Manchester,MAN,,,,,,,,2018-04-13 15:52:06
RYR4047,Boeing 737-800 Winglets,2018-04-13,14:50,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 14:55,8.0,16.0,Tormentas localmente fuertes,221 - 227,D49,,,Copenhague,CPH,,,,,,,,2018-04-13 15:52:07
RYR2551,Boeing 737-800 Winglets,2018-04-13,15:00,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 15:18,8.0,16.0,Tormentas localmente fuertes,221 - 227,B24,,,Haugesund,HAU,,,,,,,,2018-04-13 15:52:08
TVF3165,Boeing 737-800 Winglets,2018-04-13,15:00,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 15:04,8.0,16.0,Tormentas localmente fuertes,332 - 333,D54,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:52:10
EZY1964,Airbus A319,2018-04-13,15:00,Malaga-Costa Del Sol,AGP,2,Salida prevista a las 15:00,8.0,16.0,Tormentas localmente fuertes,254 - 261,B20,,,Manchester,MAN,,,,,,,,2018-04-13 15:52:12
IBK5022,Boeing 737-800 Winglets,2018-04-13,15:10,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 15:40,8.0,16.0,Tormentas localmente fuertes,365 - 367,D68,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-13 15:52:14
SWR2115,Airbus A320,2018-04-13,15:15,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 15:26,8.0,16.0,Tormentas localmente fuertes,356 - 360,D50,,,Zurich,ZRH,,,,,,,,2018-04-13 15:52:15
EXS546,Boeing 737-800 Winglets,2018-04-13,15:00,Lanzarote,ACE,1,Salida prevista a las 15:00,17.0,22.0,Nubosidad variable,26 - 34,1,,,Newcastle,NCL,,,,,,,,2018-04-13 15:52:14
EXS168,Boeing 737-800 Winglets,2018-04-13,15:30,Lanzarote,ACE,1,Salida prevista a las 15:30,17.0,22.0,Nubosidad variable,33 - 34,7,,,Glasgow,GLA,,,,,,,,2018-04-13 15:52:15
VLG2473,32B,2018-04-13,15:35,Lanzarote,ACE,1,Salida prevista a las 15:45,17.0,22.0,Nubosidad variable,41 - 43,4,2018-04-13,19:30,Barcelona-El Prat,BCN,T1,Llegada prevista a las 19:30,12.0,17.0,Lluvia,T1_G,04,2018-04-13 15:52:15
AEA4014,Atr-72,2018-04-13,16:15,Valencia,VLC,1,Salida prevista a las 16:15,11.0,21.0,Nubosidad variable,15 - 24,R55,2018-04-13,17:15,Palma De Mallorca,PMI,N,Llegada prevista a las 17:17,12.0,17.0,Lluvia,NT,16,2018-04-13 15:52:16
AUI992,Boeing 737-800 Winglets,2018-04-13,13:30,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:02,12.0,17.0,Lluvia,201 - 203,E77,,,Kiev /Borispol,KBP,,,,,,,,2018-04-13 15:51:57
RAM965,Boeing 737-800 Winglets,2018-04-13,13:30,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:55,12.0,17.0,Lluvia,251 - 254,D14,,,Casablanca /Mohamed V,CMN,,,,,,,,2018-04-13 15:51:58
BAW485,Airbus A320,2018-04-13,13:35,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:39,12.0,17.0,Lluvia,260 - 264,D10,,,Londres / Heathrow,LHR,,,,,,,,2018-04-13 15:52:00
TRA6788,Boeing 737-800 Winglets,2018-04-13,13:45,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 15:43,12.0,17.0,Lluvia,B3 - B12,S24,,,Eindhoven,EIN,,,,,,,,2018-04-13 15:52:02
DLH2657,Embraer Erj-195,2018-04-13,13:45,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:04,12.0,17.0,Lluvia,601 - 607,C73,,,Munich,MUC,,,,,,,,2018-04-13 15:52:04
RYR9162,Boeing 737-800 Winglets,2018-04-13,13:45,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:03,12.0,17.0,Lluvia,B65 - B71,W43,,,Birmingham / Internacional,BHX,,,,,,,,2018-04-13 15:52:07
DLH1131,32A,2018-04-13,13:50,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:25,12.0,17.0,Lluvia,601 - 607,C72,,,Frankfurt,FRA,,,,,,,,2018-04-13 15:52:08
JAF5786,Embraer 190,2018-04-13,13:55,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 13:59,12.0,17.0,Lluvia,B95 - B97,U31,,,Amberes / Deurne,ANR,,,,,,,,2018-04-13 15:52:09
VLG6404,Airbus A320,2018-04-13,14:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:06,12.0,17.0,Lluvia,501 - 514,C85,,,Venecia /Marco Polo,VCE,,,,,,,,2018-04-13 15:52:10
VLG1401,Airbus A320,2018-04-13,14:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:22,12.0,17.0,Lluvia,403 - 403,A06,2018-04-13,15:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 15:39,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 15:52:12
NAX4270,Boeing 737-800 Winglets,2018-04-13,14:00,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:18,12.0,17.0,Lluvia,B72 - B81,U34,,,Gotemburgo,GOT,,,,,,,,2018-04-13 15:52:14
RYR9015,Boeing 737-800 Winglets,2018-04-13,14:00,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:25,12.0,17.0,Lluvia,B65 - B71,W42,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:52:15
PGT1092,Boeing 737-800,2018-04-13,14:00,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:10,12.0,17.0,Lluvia,B13 - B16,W45,,,Estambul/Sabiha Gokcen,SAW,,,,,,,,2018-04-13 15:52:16
VLG1640,Airbus A320,2018-04-14,06:05,Santiago,SCQ,,Salida prevista a las 06:05,10.0,15.0,Chubascos dispersos,,3,2018-04-14,07:50,Fuerteventura,FUE,1,Llegada prevista a las 07:50,16.0,22.0,Nubosidad variable,A,3,2018-04-13 15:52:15
IBS3895,32A,2018-04-14,06:40,Santiago,SCQ,,Salida prevista a las 06:40,10.0,15.0,Chubascos dispersos,,6,2018-04-14,07:55,Madrid-Barajas Adolfo Suárez,MAD,,Llegada prevista a las 07:55,6.0,14.0,Chubascos dispersos,,,2018-04-13 15:52:18
TOM8107,Boeing 737-800 Winglets,2018-04-13,14:15,Gran Canaria,LPA,,El vuelo ha despegado a las 14:37,16.0,21.0,Nubosidad variable,321 - 323,C26,,,Dusseldorf,DUS,,,,,,,,2018-04-13 15:52:14
JTG914,Boeing 737-800 Winglets,2018-04-13,14:25,Gran Canaria,LPA,,El vuelo ha despegado a las 14:26,16.0,21.0,Nubosidad variable,203 - 208,C21,,,Helsinki,HEL,,,,,,,,2018-04-13 15:52:18
TOM1553,Boeing 737-800 Winglets,2018-04-13,14:15,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:15,17.0,22.0,Nubosidad variable,18 - 26,20,,,Edimburgo,EDI,,,,,,,,2018-04-13 15:52:05
MYX426,Airbus A320,2018-04-13,14:30,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:41,17.0,22.0,Nubosidad variable,73 - 76,22,,,Riga,RIX,,,,,,,,2018-04-13 15:52:07
EXS634,Boeing 737-800 Winglets,2018-04-13,14:35,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:08,17.0,22.0,Nubosidad variable,77 - 85,16,,,East Midlands,EMA,,,,,,,,2018-04-13 15:52:08
IBK6372,Boeing 737-800 Winglets,2018-04-13,14:35,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:40,17.0,22.0,Nubosidad variable,38 - 40,10,2018-04-13,17:55,Malaga-Costa Del Sol,AGP,3,Llegada prevista a las 18:05,8.0,16.0,Tormentas localmente fuertes,3,36,2018-04-13 15:52:10
TCX1223,Airbus A321,2018-04-13,14:35,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:44,17.0,22.0,Nubosidad variable,60 - 72,24,,,Birmingham / Internacional,BHX,,,,,,,,2018-04-13 15:52:12
TCX1981,32B,2018-04-13,14:35,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:45,17.0,22.0,Nubosidad variable,60 - 65,8,,,Belfast,BFS,,,,,,,,2018-04-13 15:52:13
MYX572,Airbus A320,2018-04-13,14:40,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:43,17.0,22.0,Nubosidad variable,73 - 76,18,,,Tallin,TLL,,,,,,,,2018-04-13 15:52:14
TCX1967,32B,2018-04-13,14:40,Tenerife Sur,TFS,T,El vuelo ha despegado a las 14:43,17.0,22.0,Nubosidad variable,60 - 65,28,,,Manchester,MAN,,,,,,,,2018-04-13 15:52:16
EXS518,Boeing 737-800 Winglets,2018-04-13,14:50,Tenerife Sur,TFS,T,Salida prevista a las 14:50,17.0,22.0,Nubosidad variable,77 - 85,31,,,Newcastle,NCL,,,,,,,,2018-04-13 15:52:17
EXS918,Boeing 737-800 Winglets,2018-04-13,14:55,Tenerife Sur,TFS,T,Salida prevista a las 14:55,17.0,22.0,Nubosidad variable,77 - 85,12,,,Manchester,MAN,,,,,,,,2018-04-13 15:52:18
IBK5322,Boeing 737-800 Winglets,2018-04-13,15:40,Alicante-Elche,ALC,N,Salida prevista a las 15:51,11.0,18.0,Nubosidad variable,70 - 75,C45,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-13 15:52:11
RYR9069,Boeing 737-800 Winglets,2018-04-13,15:40,Alicante-Elche,ALC,N,Salida prevista a las 15:40,11.0,18.0,Nubosidad variable,50 - 54,B30,,,Oslo /Sandefjord,TRF,,,,,,,,2018-04-13 15:52:12
RYR8975,Boeing 737-800 Winglets,2018-04-13,15:40,Alicante-Elche,ALC,N,Salida prevista a las 15:40,11.0,18.0,Nubosidad variable,50 - 54,B31,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:52:13
EZS1086,Airbus A320,2018-04-13,15:40,Alicante-Elche,ALC,N,El vuelo ha despegado a las 15:36,11.0,18.0,Nubosidad variable,150 - 155,B27,,,Basel /Mulhouse,BSL,,,,,,,,2018-04-13 15:52:19
PRW108,Boeing 737-800 Winglets,2018-04-13,15:50,Alicante-Elche,ALC,N,Salida prevista a las 15:50,11.0,18.0,Nubosidad variable,16 - 18,C37,,,Keflavik International,KEF,,,,,,,,2018-04-13 15:52:19
RYR2214,Boeing 737-800 Winglets,2018-04-14,14:05,Valencia,VLC,1,Salida prevista a las 14:05,11.0,21.0,Nubosidad variable,35 - 36,E15,2018-04-14,15:20,Santander-Seve Ballesteros,SDR,,Llegada prevista a las 15:20,8.0,15.0,Lluvia,,,2018-04-13 15:52:23
IBB421,Atr-42/72,2018-04-13,16:35,Fuerteventura,FUE,1,Salida prevista a las 16:35,16.0,22.0,Nubosidad variable,36 - 37,16,2018-04-13,17:25,Tenerife Norte,TFN,1,Llegada prevista a las 17:25,17.0,22.0,Nubosidad variable,1,2,2018-04-13 15:52:24
CNF850,Atr-42/72,2018-04-13,17:20,Fuerteventura,FUE,1,Salida prevista a las 17:20,16.0,22.0,Nubosidad variable,39 - 39,12,2018-04-13,18:00,Gran Canaria,LPA,,Llegada prevista a las 18:00,16.0,21.0,Nubosidad variable,01,13,2018-04-13 15:52:25
IBB606,Atr-72,2018-04-14,08:30,La Palma,SPC,,Salida prevista a las 08:30,16.0,21.0,Nubosidad variable,,,2018-04-14,09:00,Tenerife Norte,TFN,,Llegada prevista a las 09:00,17.0,22.0,Nubosidad variable,,,2018-04-13 15:52:27
IBB518,Atr-72,2018-04-13,14:40,Gran Canaria,LPA,,Salida prevista a las 14:47,16.0,21.0,Nubosidad variable,103 - 108,A11,2018-04-13,15:25,Lanzarote,ACE,4,Llegada prevista a las 15:25,17.0,22.0,Nubosidad variable,4,C2,2018-04-13 15:52:34
AEA9449,Atr-72,2018-04-13,14:40,Gran Canaria,LPA,,El vuelo ha despegado a las 14:42,16.0,21.0,Nubosidad variable,111 - 112,A07,2018-04-13,15:25,Lanzarote,ACE,4,Llegada prevista a las 15:25,17.0,22.0,Nubosidad variable,4,C1,2018-04-13 15:52:36
IBB149,Atr-72,2018-04-13,15:00,Gran Canaria,LPA,,Salida prevista a las 15:00,16.0,21.0,Nubosidad variable,103 - 108,A05,2018-04-13,15:00,Tenerife Norte,TFN,1,Llegada prevista a las 15:00,17.0,22.0,Nubosidad variable,1,2,2018-04-13 15:52:38
IBK6375,Boeing 737-800 Winglets,2018-04-13,12:30,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 12:29,12.0,17.0,Lluvia,B72 - B81,U34,2018-04-13,15:00,Tenerife Norte,TFN,1,Llegada prevista a las 14:50,17.0,22.0,Nubosidad variable,1,4,2018-04-13 15:52:40
