flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
RYR8364,Boeing 737-800 Winglets,2018-04-13,16:45,Sevilla,SVQ,1,Salida prevista a las 16:45,8.0,17.0,Chubascos dispersos,M09 - M10,2A,,,Londres /Stansted,STN,,,,,,,,2018-04-13 14:47:38
IBE8847,Canadair Crj-900,2018-04-13,16:50,Sevilla,SVQ,1,Salida prevista a las 16:50,8.0,17.0,Chubascos dispersos,M18 - M20,K2,2018-04-13,18:20,Valencia,VLC,1,Llegada prevista a las 18:20,11.0,21.0,Nubosidad variable,1,2,2018-04-13 14:47:54
VLG8832,Airbus A320,2018-04-13,17:05,Sevilla,SVQ,1,Salida prevista a las 17:05,8.0,17.0,Chubascos dispersos,M26 - M33,8,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-13 14:47:56
IBB148,Atr-72,2018-04-13,14:30,Tenerife Norte,TFN,1,Salida prevista a las 14:30,17.0,22.0,Nubosidad variable,21 - 26,2,2018-04-13,15:00,Gran Canaria,LPA,,Llegada prevista a las 15:00,16.0,21.0,Nubosidad variable,01,11,2018-04-13 14:47:38
AEA9418,Atr-72,2018-04-13,14:30,Tenerife Norte,TFN,1,Salida prevista a las 14:30,17.0,22.0,Nubosidad variable,14 - 14,1,2018-04-13,15:00,Gran Canaria,LPA,,Llegada prevista a las 15:00,16.0,21.0,Nubosidad variable,01,12,2018-04-13 14:47:53
AEA9049,Boeing 737-800 Winglets,2018-04-13,14:40,Tenerife Norte,TFN,1,Salida prevista a las 14:40,17.0,22.0,Nubosidad variable,15 - 19,11,2018-04-13,18:25,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 18:29,6.0,14.0,Chubascos dispersos,06,08,2018-04-13 14:47:55
RYR8146,Boeing 737-800 Winglets,2018-04-13,13:30,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 13:35,8.0,16.0,Tormentas localmente fuertes,221 - 227,B30,2018-04-13,14:50,Ibiza,IBZ,1,Llegada prevista a las 14:55,13.0,17.0,Nuboso a muy nuboso,02,04,2018-04-13 14:47:19
VLG3148,Airbus A320,2018-04-13,13:35,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 13:42,8.0,16.0,Tormentas localmente fuertes,307 - 312,D42,2018-04-13,15:00,Palma De Mallorca,PMI,N,Llegada prevista a las 15:07,12.0,17.0,Lluvia,NT,10,2018-04-13 14:47:36
VOE3842,Airbus A319,2018-04-13,13:40,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:28,8.0,16.0,Tormentas localmente fuertes,334 - 335,D64,,,Burdeos,BOD,,,,,,,,2018-04-13 14:47:37
AEA5404,Boeing 737-800 Winglets,2018-04-13,13:45,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 13:35,8.0,16.0,Tormentas localmente fuertes,342 - 344,D46,2018-04-13,15:15,Tenerife Norte,TFN,1,Llegada prevista a las 15:00,17.0,22.0,Nubosidad variable,1,4,2018-04-13 14:47:38
IBE8809,Bombardier Crj-1000,2018-04-13,13:50,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 13:52,8.0,16.0,Tormentas localmente fuertes,303 - 304,D63,2018-04-13,15:05,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 15:06,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 14:47:39
RYR6387,Boeing 737-800 Winglets,2018-04-13,13:50,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 14:27,8.0,16.0,Tormentas localmente fuertes,221 - 227,D51,2018-04-13,15:25,Barcelona-El Prat,BCN,T2 B,Llegada prevista a las 16:01,12.0,17.0,Lluvia,B,23,2018-04-13 14:47:40
VLG8172,Airbus A320,2018-04-13,14:00,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:07,8.0,16.0,Tormentas localmente fuertes,307 - 309,D44,,,Paris /Orly,ORY,,,,,,,,2018-04-13 14:47:41
EXS606,Boeing 737-800 Winglets,2018-04-13,14:05,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:05,8.0,16.0,Tormentas localmente fuertes,383 - 386,C36,,,East Midlands,EMA,,,,,,,,2018-04-13 14:47:54
BAW2715,Airbus A319,2018-04-13,14:10,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:10,8.0,16.0,Tormentas localmente fuertes,315 - 317,C31,,,Londres /Gatwick,LGW,,,,,,,,2018-04-13 14:47:56
EXS858,Boeing 737-800 Winglets,2018-04-13,14:10,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:10,8.0,16.0,Tormentas localmente fuertes,383 - 386,B13,,,Edimburgo,EDI,,,,,,,,2018-04-13 14:47:58
VLG2124,32B,2018-04-13,14:30,Malaga-Costa Del Sol,AGP,3,Salida prevista a las 15:05,8.0,16.0,Tormentas localmente fuertes,307 - 310,D66,2018-04-13,16:05,Barcelona-El Prat,BCN,T1,Llegada prevista a las 16:05,12.0,17.0,Lluvia,T1_G,02,2018-04-13 14:48:00
EXS134,Boeing 737-800 Winglets,2018-04-13,14:30,Malaga-Costa Del Sol,AGP,3,Salida prevista a las 14:30,8.0,16.0,Tormentas localmente fuertes,383 - 386,B15,,,Glasgow,GLA,,,,,,,,2018-04-13 14:48:01
RYR4057,Boeing 737-800 Winglets,2018-04-13,14:30,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 14:34,8.0,16.0,Tormentas localmente fuertes,221 - 227,D61,,,Hamburgo,HAM,,,,,,,,2018-04-13 14:48:03
IBK5052,Boeing 737-800 Winglets,2018-04-13,14:30,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 14:39,8.0,16.0,Tormentas localmente fuertes,365 - 367,B28,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-13 14:48:04
VLG1579,Airbus A320,2018-04-14,12:50,Barcelona-El Prat,BCN,,Salida prevista a las 12:50,12.0,17.0,Lluvia,,,2018-04-14,14:25,Asturias,OVD,,Llegada prevista a las 14:25,8.0,14.0,Lluvia,,,2018-04-13 14:48:04
CNF730,Atr-42/72,2018-04-13,14:05,Lanzarote,ACE,2,Salida prevista a las 14:07,17.0,22.0,Nubosidad variable,M6 -,P4,2018-04-13,14:50,Gran Canaria,LPA,,Llegada prevista a las 14:50,16.0,21.0,Nubosidad variable,01,13,2018-04-13 14:47:53
JTG218,Boeing 737-800 Winglets,2018-04-13,14:05,Lanzarote,ACE,1,Salida prevista a las 14:05,17.0,22.0,Nubosidad variable,11 - 12,10,,,Copenhague,CPH,,,,,,,,2018-04-13 14:47:56
IBB455,Atr-42/72,2018-04-13,14:10,Lanzarote,ACE,2,Salida prevista a las 14:10,17.0,22.0,Nubosidad variable,M3 - M4,P3,2018-04-13,15:00,Tenerife Norte,TFN,1,Llegada prevista a las 15:00,17.0,22.0,Nubosidad variable,1,3,2018-04-13 14:47:57
BLX660,Boeing 737-800 Winglets,2018-04-13,14:10,Lanzarote,ACE,1,Salida prevista a las 14:10,17.0,22.0,Nubosidad variable,35 - 43,8,,,Helsinki,HEL,,,,,,,,2018-04-13 14:48:09
IBE8951,Bombardier Crj-1000,2018-04-14,07:10,Menorca,MAH,1,Salida prevista a las 07:10,12.0,17.0,Lluvia débil,23 - 24,1B,2018-04-14,08:45,Madrid-Barajas Adolfo Suárez,MAD,,Llegada prevista a las 08:45,6.0,14.0,Chubascos dispersos,,,2018-04-13 14:47:56
VLG3713,Airbus A320,2018-04-14,08:50,Menorca,MAH,1,Salida prevista a las 08:50,12.0,17.0,Lluvia débil,25 - 26,06,2018-04-14,09:45,Barcelona-El Prat,BCN,,Llegada prevista a las 09:45,12.0,17.0,Lluvia,,,2018-04-13 14:48:11
AVA6105,Bombardier Crj-1000,2018-04-13,13:25,Alicante-Elche,ALC,N,El vuelo ha despegado a las 14:09,11.0,18.0,Nubosidad variable,21 - 21,B34,2018-04-13,14:35,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 15:14,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 14:47:13
EZY6878,Airbus A319,2018-04-13,14:05,Alicante-Elche,ALC,N,El vuelo ha despegado a las 14:13,11.0,18.0,Nubosidad variable,150 - 155,B27,,,Glasgow,GLA,,,,,,,,2018-04-13 14:47:50
EXS642,Boeing 737-800 Winglets,2018-04-13,14:10,Alicante-Elche,ALC,N,El vuelo ha despegado a las 14:12,11.0,18.0,Nubosidad variable,130 - 133,C37,,,East Midlands,EMA,,,,,,,,2018-04-13 14:47:51
EXS584,Boeing 737-800 Winglets,2018-04-13,14:35,Alicante-Elche,ALC,N,El vuelo ha despegado a las 14:38,11.0,18.0,Nubosidad variable,130 - 133,B35,,,Newcastle,NCL,,,,,,,,2018-04-13 14:47:52
ANE8607,Canadair Crj-200,2018-04-13,14:40,Alicante-Elche,ALC,N,Salida prevista a las 14:40,11.0,18.0,Nubosidad variable,21 - 21,B30,2018-04-13,15:40,Palma De Mallorca,PMI,N,Llegada prevista a las 15:40,12.0,17.0,Lluvia,NT,06,2018-04-13 14:47:58
RYR7063,Boeing 737-800 Winglets,2018-04-13,14:40,Alicante-Elche,ALC,N,Salida prevista a las 15:30,11.0,18.0,Nubosidad variable,50 - 54,B33,,,Dublin,DUB,,,,,,,,2018-04-13 14:48:00
SBI876,Airbus A321,2018-04-13,15:10,Alicante-Elche,ALC,N,Salida prevista a las 15:10,11.0,18.0,Nubosidad variable,39 - 41,B21,,,Moscu /Domodedovo,DME,,,,,,,,2018-04-13 14:48:12
RYR2714,Boeing 737-800 Winglets,2018-04-13,15:20,Alicante-Elche,ALC,N,Salida prevista a las 15:20,11.0,18.0,Nubosidad variable,50 - 54,C38,,,Londres /Gatwick,LGW,,,,,,,,2018-04-13 14:48:13
VLG2286,Airbus A320,2018-04-14,12:25,Barcelona-El Prat,BCN,,Salida prevista a las 12:25,12.0,17.0,Lluvia,,,2018-04-14,14:10,Jerez De La Frontera,XRY,,Llegada prevista a las 14:10,5.0,15.0,Chubascos dispersos,1A,2,2018-04-13 14:48:28
IBB604,Atr-42/72,2018-04-14,08:00,La Palma,SPC,N,Salida prevista a las 08:00,16.0,21.0,Nubosidad variable,01 - 02,4,2018-04-14,08:30,Tenerife Norte,TFN,,Llegada prevista a las 08:30,17.0,22.0,Nubosidad variable,,,2018-04-13 14:48:32
IBE8646,Bombardier Crj-1000,2018-04-14,12:15,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 12:15,6.0,14.0,Chubascos dispersos,810 - 859,,2018-04-14,13:20,Granada-Jaén F.G.L.,GRX,,Llegada prevista a las 13:20,5.0,17.0,Chubascos dispersos,,,2018-04-13 14:48:39
RYR8841,Boeing 737-800 Winglets,2018-04-13,15:15,Barcelona-El Prat,BCN,T2 B,Salida prevista a las 15:15,12.0,17.0,Lluvia,B65 - B71,S20,2018-04-13,16:25,Ibiza,IBZ,1,Llegada prevista a las 16:25,13.0,17.0,Nuboso a muy nuboso,02,04,2018-04-13 14:48:51
IBE8480,Bombardier Crj-1000,,,Palma De Mallorca,PMI,,,,,,,,2018-04-14,08:55,Menorca,MAH,1,Llegada prevista a las 08:55,12.0,17.0,Lluvia débil,1,04,2018-04-13 14:49:19
VLG3714,Airbus A320,2018-04-14,09:40,Barcelona-El Prat,BCN,,Salida prevista a las 09:40,12.0,17.0,Lluvia,,,2018-04-14,10:35,Menorca,MAH,1,Llegada prevista a las 10:35,12.0,17.0,Lluvia débil,1,05,2018-04-13 14:49:20
RYR1865,Boeing 737-800 Winglets,2018-04-14,14:50,Reus,REU,1,Salida prevista a las 14:50,10.0,20.0,Lluvia,21 - 21,10,,,Shannon,SNN,,,,,,,,2018-04-13 15:20:10
TVF3155,Boeing 737-800 Winglets,2018-04-13,15:10,Ibiza,IBZ,1,El vuelo ha despegado a las 15:03,13.0,17.0,Nuboso a muy nuboso,58 - 59,14,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:20:14
RYR8147,Boeing 737-800 Winglets,2018-04-13,15:25,Ibiza,IBZ,1,Salida prevista a las 15:25,13.0,17.0,Nuboso a muy nuboso,21 - 25,07,2018-04-13,16:50,Malaga-Costa Del Sol,AGP,3,Llegada prevista a las 16:50,8.0,16.0,Tormentas localmente fuertes,3,41,2018-04-13 15:20:16
AWC8422,Boeing 757-200,2018-04-13,15:30,Ibiza,IBZ,1,Salida prevista a las 15:30,13.0,17.0,Nuboso a muy nuboso,55 - 57,09,,,Manchester,MAN,,,,,,,,2018-04-13 15:20:17
RYR8842,Boeing 737-800 Winglets,2018-04-13,17:00,Ibiza,IBZ,1,Salida prevista a las 17:00,13.0,17.0,Nuboso a muy nuboso,21 - 25,02,2018-04-13,18:05,Barcelona-El Prat,BCN,T2 B,Llegada prevista a las 18:05,12.0,17.0,Lluvia,B,25,2018-04-13 15:20:18
IBE8125,Bombardier Crj-1000,2018-04-13,17:15,Ibiza,IBZ,1,Salida prevista a las 17:15,13.0,17.0,Nuboso a muy nuboso,60 - 63,05,,,Palma De Mallorca,PMI,,,,,,,,2018-04-13 15:20:19
VLG3905,32A,2018-04-13,13:30,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 13:41,12.0,17.0,Lluvia,058 - 060,D90,2018-04-13,14:25,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 14:23,12.0,17.0,Lluvia,T1_G,02,2018-04-13 15:20:21
AEA6060,Boeing 737-800 Winglets,2018-04-13,13:30,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 13:56,12.0,17.0,Lluvia,086 - 091,D80,2018-04-13,14:20,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 14:44,12.0,17.0,Lluvia,T1_G,01,2018-04-13 15:20:22
TVF3183,Boeing 737-800 Winglets,2018-04-13,13:00,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 13:38,6.0,14.0,Chubascos dispersos,404 - 405,E83,,,Paris /Orly,ORY,,,,,,,,2018-04-13 15:20:06
RAM975,Boeing 737-700 Winglets,2018-04-13,13:10,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 13:41,6.0,14.0,Chubascos dispersos,730 - 735,S34,,,Rabat /Sale,RBA,,,,,,,,2018-04-13 15:20:14
IBE6801,Airbus A330-200,2018-04-13,13:15,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 13:17,6.0,14.0,Chubascos dispersos,870 - 879,S37,,,Tokio /Narita,NRT,,,,,,,,2018-04-13 15:20:20
IBE1316,Airbus A320,2018-04-13,13:15,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 13:34,6.0,14.0,Chubascos dispersos,810 - 859,J56,2018-04-13,14:30,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 14:46,12.0,17.0,Lluvia,T1_G,15,2018-04-13 15:20:22
IBE1316S,Airbus A320,2018-04-13,13:15,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 13:34,6.0,14.0,Chubascos dispersos,990 - 993,J56,2018-04-13,14:30,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 14:46,12.0,17.0,Lluvia,T1_G,15,2018-04-13 15:20:23
AEA1063,Boeing 737-800 Winglets,2018-04-13,13:25,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 14:01,6.0,14.0,Chubascos dispersos,505 - 520,C48,,,Milan /Malpensa,MXP,,,,,,,,2018-04-13 15:20:24
AEA1045,Boeing 737-800 Winglets,2018-04-13,13:25,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 13:26,6.0,14.0,Chubascos dispersos,505 - 520,D56,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-13 15:20:25
VLG1456,32A,2018-04-13,22:45,Santiago,SCQ,T,Salida prevista a las 22:45,10.0,15.0,Chubascos dispersos,5 - 8,6,2018-04-14,00:15,Alicante-Elche,ALC,N,Llegada prevista a las 00:15,11.0,18.0,Nubosidad variable,NT1,8B,2018-04-13 15:20:27
RYR4793,Boeing 737-800 Winglets,2018-04-14,14:55,Santander-Seve Ballesteros,SDR,,Salida prevista a las 14:55,8.0,15.0,Lluvia,,,,,Milan/Bergamo,BGY,,,,,,,,2018-04-13 15:20:23
RYR2594,Boeing 737-800 Winglets,2018-04-14,15:00,Santander-Seve Ballesteros,SDR,,Salida prevista a las 15:00,8.0,15.0,Lluvia,,,2018-04-14,16:30,Malaga-Costa Del Sol,AGP,2,Llegada prevista a las 16:30,8.0,16.0,Tormentas localmente fuertes,2,21,2018-04-13 15:20:28
IBE8269,Atr-72,2018-04-14,15:05,Melilla,MLN,T,Salida prevista a las 15:05,12.0,18.0,Chubascos dispersos,5 - 6,2,2018-04-14,15:55,Malaga-Costa Del Sol,AGP,T,Llegada prevista a las 15:55,8.0,16.0,Tormentas localmente fuertes,T3,31,2018-04-13 15:20:30
VLG2287,Airbus A320,2018-04-14,14:45,Jerez De La Frontera,XRY,T,Salida prevista a las 14:45,5.0,15.0,Chubascos dispersos,11 - 12,2,2018-04-14,16:25,Barcelona-El Prat,BCN,,Llegada prevista a las 16:25,12.0,17.0,Lluvia,,,2018-04-13 15:20:32
AVA6176,Canadair Crj-200,2018-04-13,14:10,Valencia,VLC,1,El vuelo ha despegado a las 14:10,11.0,21.0,Nubosidad variable,1 - 4,R60,2018-04-13,15:10,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 15:03,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 15:20:01
WZZ3568,Airbus A320,2018-04-13,15:45,Valencia,VLC,1,Salida prevista a las 15:45,11.0,21.0,Nubosidad variable,60 - 61,F17,,,Timisoara,TSR,,,,,,,,2018-04-13 15:20:28
TRA6332,,2018-04-13,16:00,Valencia,VLC,1,Salida prevista a las 16:00,11.0,21.0,Nubosidad variable,44 - 45,C10,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-13 15:20:30
RYR7266,Boeing 737-800 Winglets,2018-04-13,16:00,Valencia,VLC,1,Salida prevista a las 16:00,11.0,21.0,Nubosidad variable,35 - 36,C11,,,Treviso/S.Angelo,MIL,,,,,,,,2018-04-13 15:20:33
BLX272,Boeing 737-800 Winglets,2018-04-13,14:15,Lanzarote,ACE,1,Salida prevista a las 14:15,17.0,22.0,Nubosidad variable,35 - 43,3,,,Malmo-Sturup,MMX,,,,,,,,2018-04-13 15:20:20
BLX284,Boeing 737-800 Winglets,2018-04-13,14:20,Lanzarote,ACE,1,Salida prevista a las 14:20,17.0,22.0,Nubosidad variable,35 - 43,6,,,Gotemburgo,GOT,,,,,,,,2018-04-13 15:20:22
BLX276,7M8,2018-04-13,14:20,Lanzarote,ACE,1,Salida prevista a las 14:20,17.0,22.0,Nubosidad variable,35 - 43,5,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-13 15:20:27
DK1105,32B,2018-04-13,14:25,Lanzarote,ACE,1,Salida prevista a las 14:25,17.0,22.0,Nubosidad variable,1 - 3,11,,,Copenhague,CPH,,,,,,,,2018-04-13 15:20:28
IBB511,Atr-42/72,2018-04-13,14:30,Lanzarote,ACE,2,Salida prevista a las 14:35,17.0,22.0,Nubosidad variable,M3 - M4,P4,2018-04-13,15:15,Gran Canaria,LPA,,Llegada prevista a las 15:15,16.0,21.0,Nubosidad variable,01,13,2018-04-13 15:20:31
BLX638,Boeing 737-800 Winglets,2018-04-13,14:35,Lanzarote,ACE,1,Salida prevista a las 14:35,17.0,22.0,Nubosidad variable,35 - 43,4,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-13 15:20:35
EXS1402,Boeing 737-800 Winglets,2018-04-13,14:40,Lanzarote,ACE,1,Salida prevista a las 14:40,17.0,22.0,Nubosidad variable,26 - 34,2,,,Londres /Stansted,STN,,,,,,,,2018-04-13 15:20:37
JTG738,Boeing 737-700 Winglets,2018-04-13,13:30,Gran Canaria,LPA,,El vuelo ha despegado a las 13:39,16.0,21.0,Nubosidad variable,203 - 208,C05,,,Sundsvall,SDL,,,,,,,,2018-04-13 15:20:18
SXD4510,Boeing 737-800,2018-04-13,13:30,Gran Canaria,LPA,,El vuelo ha despegado a las 13:32,16.0,21.0,Nubosidad variable,324 - 326,C08,,,Dusseldorf,DUS,,,,,,,,2018-04-13 15:20:19
DK1159,32B,2018-04-13,13:35,Gran Canaria,LPA,,El vuelo ha despegado a las 13:30,16.0,21.0,Nubosidad variable,333 - 342,C17,,,Copenhague,CPH,,,,,,,,2018-04-13 15:20:21
TAP1119,Embraer 190,2018-04-13,13:45,Gran Canaria,LPA,,Salida prevista a las 15:05,16.0,21.0,Nubosidad variable,308 - 310,C24,,,Lisboa,LIS,,,,,,,,2018-04-13 15:20:29
JTG724,Boeing 737-800 Winglets,2018-04-13,13:50,Gran Canaria,LPA,,El vuelo ha despegado a las 13:49,16.0,21.0,Nubosidad variable,203 - 208,C23,,,Norrkoping /Kungsangen,NRK,,,,,,,,2018-04-13 15:20:30
DK1733,Airbus A330-300,2018-04-13,14:00,Gran Canaria,LPA,,El vuelo ha despegado a las 14:01,16.0,21.0,Nubosidad variable,334 - 342,C27,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-13 15:20:33
IBB147,Bombardier Crj-1000,2018-04-13,14:00,Gran Canaria,LPA,,Salida prevista a las 14:16,16.0,21.0,Nubosidad variable,103 - 108,A11,2018-04-13,14:30,Tenerife Norte,TFN,1,Llegada prevista a las 14:30,17.0,22.0,Nubosidad variable,1,1,2018-04-13 15:20:34
IBS3823,Airbus A321,2018-04-13,14:05,Gran Canaria,LPA,,El vuelo ha despegado a las 14:09,16.0,21.0,Nubosidad variable,209 - 211,C02,2018-04-13,17:55,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:06,6.0,14.0,Chubascos dispersos,10,15,2018-04-13 15:20:39
IBE8483,Bombardier Crj-1000,2018-04-14,09:25,Menorca,MAH,1,Salida prevista a las 09:25,12.0,17.0,Lluvia débil,23 - 24,1B,,,Palma De Mallorca,PMI,,,,,,,,2018-04-13 15:20:39
VLG3715,Airbus A320,2018-04-14,11:10,Menorca,MAH,1,Salida prevista a las 11:10,12.0,17.0,Lluvia débil,25 - 26,06,2018-04-14,12:05,Barcelona-El Prat,BCN,,Llegada prevista a las 12:05,12.0,17.0,Lluvia,,,2018-04-13 15:20:40
IBB160,Bombardier Crj-1000,2018-04-13,15:00,Tenerife Norte,TFN,1,Salida prevista a las 15:00,17.0,22.0,Nubosidad variable,21 - 26,1,2018-04-13,15:30,Gran Canaria,LPA,,Llegada prevista a las 15:30,16.0,21.0,Nubosidad variable,01,12,2018-04-13 15:20:37
VLG3217,32B,2018-04-13,15:10,Tenerife Norte,TFN,1,Salida prevista a las 15:15,17.0,22.0,Nubosidad variable,10 - 13,5,2018-04-13,19:25,Barcelona-El Prat,BCN,T1,Llegada prevista a las 19:25,12.0,17.0,Lluvia,T1_G,08,2018-04-13 15:20:41
AEA7154,Embraer Erj-195,2018-04-13,16:45,Bilbao,BIO,O,Salida prevista a las 16:45,7.0,17.0,Lluvia moderada,23 - 24,4,2018-04-13,17:50,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 18:03,6.0,14.0,Chubascos dispersos,06,17,2018-04-13 15:20:37
KLM1688,Boeing 737-700 Winglets,2018-04-13,17:10,Bilbao,BIO,O,Salida prevista a las 17:10,7.0,17.0,Lluvia moderada,25 - 26,3,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-13 15:20:41
EZS1412,Airbus A320,2018-04-13,12:40,Barcelona-El Prat,BCN,T2 C,El vuelo ha despegado a las 13:19,12.0,17.0,Lluvia,C24 - C33,R15,,,Ginebra,GVA,,,,,,,,2018-04-13 15:19:53
IBE1301,Airbus A319,2018-04-13,13:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:23,12.0,17.0,Lluvia,255 - 264,A02,2018-04-13,14:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 14:45,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 15:20:07
VLG9751,Airbus A319,2018-04-13,13:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:23,12.0,17.0,Lluvia,255 - 264,A02,2018-04-13,14:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 14:45,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 15:20:16
AVA6000,Airbus A319,2018-04-13,13:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:23,12.0,17.0,Lluvia,255 - 259,A02,2018-04-13,14:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 14:45,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 15:20:18
IBE1301S,Airbus A319,2018-04-13,13:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:23,12.0,17.0,Lluvia,902 - 903,A02,2018-04-13,14:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 14:45,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 15:20:21
EXS232,Boeing 737-800 Winglets,2018-04-13,13:00,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 14:09,12.0,17.0,Lluvia,B3 - B12,Y54,,,Leeds/Bradford,LBA,,,,,,,,2018-04-13 15:20:22
EZY3920,Airbus A320,2018-04-13,13:00,Barcelona-El Prat,BCN,T2 C,El vuelo ha despegado a las 13:42,12.0,17.0,Lluvia,C24 - C33,R18,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-13 15:20:27
NAX1741,Boeing 737-800 Winglets,2018-04-13,13:05,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 13:19,12.0,17.0,Lluvia,B72 - B81,U33,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-13 15:20:30
NAX4254,Boeing 737-800 Winglets,2018-04-13,13:10,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 13:40,12.0,17.0,Lluvia,B72 - B81,U32,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-13 15:20:35
VLG1814,32A,2018-04-13,13:15,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 14:13,12.0,17.0,Lluvia,501 - 514,A20,,,Munich,MUC,,,,,,,,2018-04-13 15:20:36
THY1836,Boeing 737-800 Winglets,2018-04-13,13:15,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:34,12.0,17.0,Lluvia,752 - 756,E74,,,Estambul/Sabiha Gokcen,SAW,,,,,,,,2018-04-13 15:20:37
LOT438,Boeing 737-800 Winglets,2018-04-13,13:15,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:16,12.0,17.0,Lluvia,654 - 656,B52,,,Varsovia,WAW,,,,,,,,2018-04-13 15:20:38
KLM1670,Boeing 737-800 Winglets,2018-04-13,13:20,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 13:40,12.0,17.0,Lluvia,701 - 706,B32,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-13 15:20:39
RYR6973,Boeing 737-800 Winglets,2018-04-13,13:20,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 13:42,12.0,17.0,Lluvia,B65 - B71,S20,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-13 15:20:40
